"experiment_id"	"Harvest.Date"	"Run"	"Plate"	"Column"	"Row"	"species"	"normalized_OD"	"qpcr_4plex_Cy5.356."	"qpcr_3plex_TR.360."	"qpcr_3plex_FAM.361."	"qpcr_4plex_FAM.492."	"qpcr_3plex_HEX.500."	"qpcr_4plex_TR.502."	"qpcr_4plex_HEX.519."	"nmr_row"	"nmr_column"	"nmr_rack"	"nmr_position"	"unknown1"	"unknown2"	"unknown3"	"Butyrate"	"Isovalerate"	"Leucine"	"Valine"	"Isoleucine"	"Propionate"	"unknown4"	"Ethanol"	"Lactate"	"Isocaproate"	"unknown5"	"Alanine"	"unknown6"	"Acetate"	"unknown7"	"unknown8"	"Methionine"	"unknown9"	"Glutamate"	"Isobutyrate"	"Succinate"	"2-Oxoisocaproate"	"Aspartate"	"unknown10"	"Asparagine"	"Lysine"	"Choline"	"Proline"	"Cystine"	"unknown11"	"Glycine"	"Glycerol"	"unknown12"	"unknown13"	"unknown14"	"Betaine"	"Serine"	"Isopropanol"	"Pyroglutamate"	"Threonine"	"Trehalose"	"Lactose"	"unknown15"	"unknown16"	"unknown17"	"unknown18"	"Uracil"	"Uridine"	"unknown19"	"unknown20"	"Cytosine"	"unknown21"	"Cytidine"	"Adenosine"	"Inosine"	"unknown22"	"unknown23"	"unknown24"	"unknown25"	"Urocanate"	"Fumarate"	"Tyramine"	"Tyrosine"	"Histidine"	"unknown26"	"Tryptophan"	"Phenylalanine"	"unknown27"	"unknown28"	"unknown29"	"unknown30"	"unknown31"	"UMP"	"Hypoxanthine"	"unknown32"	"Adenine"	"unknown33"	"unknown34"	"unknown35"	"Formate"	"AMP"	"Nicotinate"	"Nicotinamide"
"262A"	"1/11/2017"	2	6	2	"A"	"361,519"	0.155258346	NA	NA	3.109580535	NA	NA	NA	70.97545021	"E"	8	1	"1E8"	0.0093185	0.0089241	1.0589	1.3583	1.6446	6.0311	3.1567	1.9795	0.7652	0.056665	0.84874	1.6176	0.096697	0.247	3.5524	0.63389	2.4978	1.8439	0.4412	0.89869	0.10285	0.93733	0.11957	1.3703	0.14402	0.42949	0.11139	0.509	2.5355	0.17529	0.88806	0.1426	0.038404	0.4249	0.16252	0.06421	0.80966	0.16022	0.31127	0.64207	0.14175	1.6163	1.1931	0.0073746	0.0059785	0.0025065	0.0026515	0.005323	0.0043481	0.038626	0.010791	0.0046862	0.0050939	0.0030424	0.0028802	0.0048222	0.0081788	0.0014192	0.0023368	0.0048649	0.0025026	0.0067926	0.00082822	0.0011682	0.40971	0.24505	0.1534	0.29982	0.17991	1.0707	0.031737	0.0068797	0.02378	0.012499	0.018219	0.035679	0.0081423	0.0083429	0.045859	0.010161	0.0067804	0.003468	0.10149	0.0021181	0.0085522	0.002453
"152A"	"1/10/2017"	1	5	2	"A"	"360,519"	0.238866678	2.65647e-08	0.775144587	1.58226e-05	NA	NA	NA	105.2233181	"E"	9	1	"1E9"	0.0085765	0.010792	0.96297	1.0008	1.7512	5.7991	3.5988	2.1748	1.295	0.038645	0.74324	1.0909	0.090695	0.25588	3.9343	0.51982	2.6496	2.0133	0.46679	0.96265	0.099052	1.0805	0.096159	1.5851	0.10268	0.31467	0.10127	0.4428	2.6404	0.24086	1.3081	0.1276	0.033898	0.41052	0.17341	0.062869	0.77754	0.13648	0.28046	0.59309	0.13161	1.383	1.0223	0.011868	0.010302	0.0037465	0.0054946	0.0047159	0.0056174	0.030055	0.016523	0.0059755	0.0066872	0.0024754	0.0033564	0.0043704	0.018051	0.0029092	0.0030817	0.0016079	0.0031546	0.0041682	0.0012098	0.0022536	0.47826	0.17349	0.16631	0.26447	0.16926	1.1756	0.032929	0.013969	0.012814	0.012942	0.01548	0.030238	0.0070952	0.0083277	0.044997	0.0053098	0.0083588	0.0024659	0.12411	0.0027525	0.0090884	0.0023363
"254A"	"1/11/2017"	2	5	4	"A"	"361,500"	0.022958326	NA	6.56437e-05	3.014919781	NA	0.106996253	NA	NA	"E"	10	1	"1E10"	0.010708	0.0080739	1.3828	1.7287	1.7128	6.369	2.7976	1.8324	0.16317	0.028296	1.0793	3.6778	0.11699	0.24233	2.969	0.75257	1.2731	1.8095	0.406	0.80739	0.11238	0.78926	0.11854	0.98562	0.12642	0.64898	0.1331	0.59661	2.471	0.17987	0.47742	0.16842	0.039797	0.43207	0.18606	0.082705	0.86271	0.19479	0.36268	0.72756	0.19096	1.9007	1.3748	0.0084608	0.0082292	0.0022303	0.0037719	0.0069382	0.0047905	0.037264	0.011036	0.0057537	0.0062283	0.0025066	0.0030411	0.006015	0.0096452	0.0016334	0.0024593	0.0069039	0.0020395	0.010138	0.0014989	0.0004335	0.34354	0.32674	0.13469	0.33951	0.18857	1.0157	0.036507	0.0085867	0.033013	0.014131	0.028164	0.042186	0.0098286	0.010184	0.047613	0.014685	0.0089257	0.0044767	0.087174	0.0025004	0.0091766	0.00083257
"121A"	"1/10/2017"	1	2	1	"A"	"500"	0.047366669	1.47939e-05	NA	NA	NA	11.0020109	NA	1.02794e-05	"E"	11	1	"1E11"	0.012609	0.00838	1.3758	1.8696	2.1381	6.2418	2.8073	1.7792	0.15542	0.024071	0.93599	1.121	0.1165	0.23543	2.8788	1.0875	0.90828	1.7562	0.36891	0.76652	0.11273	0.69884	0.11316	0.96435	0.12931	0.64477	0.13417	0.54816	2.4011	0.17476	0.46796	0.17059	0.20917	0.41107	0.17778	0.15405	0.87559	0.23372	0.39656	0.66606	0.15845	1.8949	1.3806	0.31729	0.044547	0.0024022	0.0030762	0.0096686	0.0070602	0.029105	0.016992	0.0068381	0.0057954	0.0021341	0.0023542	0.0067429	0.016961	0.017154	0.0033752	0.011194	0.0016199	0.010103	0.00058187	0.000375	0.3162	0.3311	0.037959	0.34133	0.18715	0.97894	0.091199	0.018534	0.041489	0.0162	0.021908	0.033525	0.020859	0.035484	0.011768	0.01491	0.0085922	0.0046225	0.046105	0.00095915	0.0087091	0.0005532
"113A"	"1/10/2017"	1	1	3	"A"	"361"	0.034466675	4.04589e-05	0.000281182	1.850695147	NA	NA	NA	6.96601e-05	"E"	12	1	"1E12"	0.010798	0.0079758	1.3548	1.6904	1.6754	6.2018	2.7271	1.763	0.15709	0.026842	1.005	3.7252	0.11476	0.23607	2.8813	0.72942	1.2556	1.769	0.39841	0.78343	0.10743	0.77254	0.11586	0.96023	0.12309	0.64205	0.12935	0.57879	2.3975	0.18066	0.46293	0.16806	0.039704	0.42198	0.17602	0.078827	0.83448	0.18696	0.35563	0.70464	0.16125	1.8614	1.339	0.012814	0.0072207	0.0012126	0.0016049	0.0059855	0.0042655	0.035867	0.010189	0.0054609	0.005727	0.0023374	0.0030006	0.0057483	0.010001	0.0022788	0.0029522	0.0064908	0.0035233	0.0084174	-0.0010675	0.00017537	0.33154	0.32138	0.12432	0.33021	0.18317	0.98192	0.034202	0.008484	0.030592	0.014222	0.027401	0.041805	0.0089849	0.0097636	0.045737	0.014132	0.0090752	0.0043121	0.087389	0.0029039	0.007986	0.0014673
"131B"	"1/10/2017"	1	3	1	"B"	"356,361"	0.045166662	0.260317749	NA	1.074916143	NA	8.76758e-05	NA	NA	"F"	1	1	"1F1"	0.011043	0.0081993	1.541	1.7725	2.1142	5.9483	2.5588	1.5339	0.40334	0.025915	0.97355	3.3353	0.13095	0.22762	2.4647	0.78478	1.511	1.858	0.39549	0.77442	0.1088	0.76909	0.11983	0.96736	0.12242	0.6399	0.13122	0.57194	2.3946	0.18091	0.45825	0.16584	0.038382	0.45022	0.17409	0.078735	0.80127	0.16598	0.35008	0.5735	0.16525	1.8278	1.2525	0.011371	0.0071015	0.0015093	0.0026795	0.0064616	0.0043509	0.019341	0.0105	0.0054954	0.0056905	0.0022221	0.0034264	0.0060722	0.0091579	0.0017994	0.003071	0.0059437	0.0034282	0.0095373	0.00065079	0.00040849	0.32792	0.31867	0.123	0.32876	0.1821	0.97052	0.034565	0.0082662	0.030315	0.01405	0.027009	0.040183	0.0099215	0.0092489	0.044802	0.0139	0.009129	0.0045416	0.086385	0.0031087	0.0088772	0.0017659
"172B"	"1/10/2017"	1	7	2	"B"	"500,502"	0.018766662	0	3.43473e-05	0.000249053	NA	2.234738479	0.571768919	0.000240354	"F"	2	1	"1F2"	0.010888	0.0082247	1.2987	1.8288	1.8874	6.0542	2.6959	1.691	0.15146	0.024302	0.96826	1.0904	0.11496	0.22836	2.7881	0.74209	1.0704	1.7401	0.3748	0.75348	0.10466	0.74391	0.11118	1.0965	0.12359	0.62794	0.131	0.55414	2.3376	0.17231	0.46048	0.16029	0.20315	0.40336	0.17632	0.14869	0.86064	0.21852	0.38524	0.66369	0.14556	1.8661	1.3456	0.29686	0.055435	0.0021637	0.0024994	0.0092136	0.0246	0.028438	0.016936	0.006667	0.0057596	0.0018369	0.0020141	0.006562	0.011713	0.018438	0.0030415	0.010493	0.001701	0.010311	0.00068351	0.00058927	0.31103	0.32176	0.079519	0.33366	0.18359	0.95747	0.048327	0.023175	0.040583	0.015509	0.020533	0.031966	0.019859	0.039036	0.011665	0.014714	0.0084067	0.004059	0.027629	0.0010971	0.0078734	0.0029425
"313A"	"1/12/2017"	3	1	3	"A"	"361"	0.025791669	NA	2.5476e-05	0.782938773	NA	4.7374e-05	NA	4.27183e-05	"F"	3	1	"1F3"	0.01163	0.0087417	1.443	1.8107	1.8027	6.6498	2.9084	1.8913	0.16665	0.028468	1.0292	3.9461	0.12324	0.25392	3.1024	0.77539	1.3952	1.8962	0.43083	0.84764	0.1131	0.83183	0.12448	1.0297	0.13223	0.68707	0.13723	0.62106	2.5686	0.19542	0.49332	0.17918	0.042288	0.45804	0.16394	0.082177	0.91334	0.20727	0.37936	0.75992	0.16244	1.9831	1.4439	0.012332	0.0063747	0.0011978	0.0023571	0.0061182	0.0056549	0.038695	0.011267	0.005604	0.0063352	0.0026462	0.0035921	0.0060733	0.010437	0.0021958	0.0026459	0.0063992	0.0034892	0.010234	0.00061338	0.00015223	0.36169	0.34475	0.13406	0.35482	0.19664	1.0535	0.034405	0.0097664	0.033575	0.014467	0.026569	0.045872	0.0099373	0.011204	0.050001	0.015425	0.0097351	0.0045821	0.10119	0.0035034	0.0093149	0.0020735
"124B"	"1/10/2017"	1	2	4	"B"	"356,360"	0.184566667	1.891932321	0.076680625	NA	NA	NA	NA	0.001017632	"F"	4	1	"1F4"	0.013131	0.0085882	2.2844	2.339	5.1539	3.8445	1.5117	0.93124	1.343	0.026297	0.94135	0.92528	0.19126	0.20766	1.0832	1.3008	1.5944	2.922	0.39886	0.83342	0.11514	0.83379	0.1716	1.1228	0.12272	0.62631	0.1349	0.59275	2.5247	0.14158	0.45325	0.082887	0.039341	0.51362	0.17499	0.084999	0.57616	0.13512	0.36478	0.42376	0.155	1.7283	1.0539	0.0091535	0.01828	0.0016052	0.0044366	0.002538	0.0044582	0.015491	0.013975	0.0090138	0.012564	0.003376	0.0042126	0.00557	0.014428	0.0010297	0.0059602	0.00098079	0.0047023	0.0020623	0.0007736	-1.0283e-06	0.36608	0.2933	0.16166	0.34556	0.17516	1.0165	0.036563	0.014302	0.018859	0.013367	0.027496	0.040905	0.029466	0.0087453	0.032121	0.0071762	0.016217	0.0029594	0.01802	0.0056958	0.0083217	0.0022673
"151B"	"1/10/2017"	1	5	1	"B"	"360,502"	0.008166661	1.79249e-09	1.86827046	NA	NA	NA	0.066006584	NA	"F"	5	1	"1F5"	0.010183	0.0073212	1.2968	1.6102	1.4856	6.4363	2.9601	2.0458	0.16816	0.028639	0.9171	2.1256	0.10685	0.25182	3.294	0.64496	1.0769	1.7872	0.39257	0.88258	0.10706	0.82489	0.10814	1.0238	0.12214	0.63828	0.13404	0.59211	2.5835	0.16838	0.51555	0.17106	0.19009	0.53885	0.17273	0.15563	0.91129	0.21808	0.38055	0.744	0.16152	1.6766	1.3849	0.29986	0.019128	0.0019538	0.006694	0.0024215	0.004631	0.019976	0.012885	0.010636	0.015776	0.0031735	0.0059815	0.0044855	0.01625	0.0011026	0.0068289	0.0014883	0.0086728	0.0016763	-2.2797e-05	0.0013561	0.39832	0.27712	0.16812	0.34267	0.17461	1.053	0.038663	0.024205	0.018508	0.014693	0.02829	0.043955	0.011979	0.0093248	0.049824	0.0062291	0.018377	0.0024164	0.021513	0.0097373	0.0080182	0.0020396
"372C"	"1/12/2017"	3	7	2	"C"	"500,502"	0.042591671	0.022043794	NA	NA	NA	6.635532494	0.0112109	0.000115553	"F"	6	1	"1F6"	0.013007	0.0092311	1.4771	2.2221	2.0772	6.6883	3.0028	1.9046	0.16839	0.026455	1.0338	1.2024	0.12437	0.25191	3.0881	1.0192	1.0439	1.9081	0.40703	0.82845	0.12131	0.78879	0.12093	1.0375	0.13809	0.68908	0.14347	0.60301	2.5776	0.1887	0.50186	0.18544	0.2257	0.44161	0.17188	0.16319	0.95048	0.24149	0.42281	0.71936	0.16678	2.0515	1.4669	0.34114	0.051084	0.0020732	0.0024428	0.010745	0.0060959	0.029163	0.018498	0.0072381	0.0063759	0.0019368	0.0024994	0.0074258	0.052485	0.0074051	0.0035887	0.011841	0.0017402	0.011776	0.0002192	0.00045975	0.34501	0.35886	0.055035	0.36737	0.20076	1.0563	0.079937	0.021091	0.04575	0.018068	0.024085	0.0389	0.015129	0.016819	0.012408	0.016135	0.0099978	0.004834	0.057084	0.00064394	0.0089235	0.0022555
"344A"	"1/12/2017"	3	4	4	"A"	"360,500"	0.005091669	NA	0.513199613	NA	NA	0.084806524	NA	NA	"F"	7	1	"1F7"	0.010358	0.0077519	1.2875	1.6166	1.4981	6.3161	2.8492	1.9905	0.15822	0.028204	0.93408	2.007	0.10713	0.24645	3.1833	0.64703	1.0391	1.7525	0.38215	0.86016	0.10639	0.79131	0.11618	0.97868	0.12157	0.61731	0.13159	0.58532	2.5313	0.16736	0.50706	0.17517	0.19112	0.48842	0.15499	0.15334	0.89503	0.22452	0.37322	0.72391	0.15158	1.6806	1.3544	0.30434	0.018524	0.001584	0.0058142	0.0018085	0.0036919	0.02097	0.014285	0.0097222	0.013484	0.00331	0.0052518	0.0046184	0.015186	0.0019866	0.0058452	0.0010686	0.0062548	0.0010487	0.0023468	0.0018578	0.38342	0.2775	0.15232	0.35122	0.17287	1.0403	0.041245	0.023832	0.018209	0.015575	0.030195	0.04042	0.010049	0.0092798	0.054704	0.0062609	0.016608	0.0024079	0.023055	0.0071577	0.0088407	0.0016143
"332A"	"1/12/2017"	3	3	2	"A"	"356,492"	0.168091664	2.708895401	NA	NA	0.003665863	3.85983e-05	NA	NA	"F"	8	1	"1F8"	0.012675	0.0086312	2.0946	2.249	3.472	5.122	1.9314	0.96938	1.145	0.02413	0.95655	0.38273	0.17677	0.20796	1.0651	1.1582	1.8925	2.3048	0.3956	0.76552	0.11383	0.77338	0.15501	1.0352	0.12733	0.64787	0.13565	0.58042	2.4087	0.17316	0.46334	0.14271	0.039951	0.43758	0.14989	0.086572	0.7205	0.14964	0.37652	0.46589	0.15415	1.9245	1.1186	0.029765	0.020793	0.0017267	0.0020306	0.006246	0.023701	0.021094	0.016138	0.0065484	0.00603	0.0022877	0.0031363	0.0061346	0.017666	0.0064658	0.0027346	0.0062753	0.0019051	0.0094817	0.00062594	0.00030783	0.3173	0.33853	0.11208	0.34238	0.18515	0.97913	0.038393	0.014131	0.031722	0.022033	0.025114	0.039359	0.035663	0.017184	0.011712	0.014462	0.0090174	0.0039282	0.018454	0.0017825	0.0090065	0.0024595
"351A"	"1/12/2017"	3	5	1	"A"	"360,502"	0.011591667	0.035529506	0.912363261	NA	NA	NA	0.009879866	NA	"F"	9	1	"1F9"	0.010364	0.0077773	1.3131	1.6366	1.5229	6.4489	2.9601	2.048	0.16789	0.029387	0.90807	2.0772	0.10813	0.2525	3.2981	0.65773	1.0784	1.7969	0.39273	0.8886	0.10798	0.81882	0.12056	1.0181	0.12423	0.6298	0.13462	0.60702	2.6001	0.17199	0.51095	0.17457	0.19585	0.51226	0.15572	0.15749	0.91573	0.21616	0.38326	0.74379	0.15275	1.7239	1.3968	0.31157	0.019026	0.0018679	0.0066818	0.0022658	0.00188	0.021473	0.012973	0.010914	0.016616	0.0034815	0.0055468	0.0048421	0.016987	0.0020654	0.0072152	0.00095846	0.0071011	0.00066916	0.00024569	0.0017425	0.39897	0.2844	0.16737	0.3423	0.17637	1.0569	0.040669	0.023742	0.018575	0.015759	0.031762	0.042872	0.0098533	0.0094049	0.056194	0.0062983	0.018677	0.0027364	0.022715	0.0082144	0.0090408	0.0022318
"331A"	"1/12/2017"	3	3	1	"A"	"356,361"	0.022491673	0.046454708	NA	0.514375166	NA	NA	NA	4.66292e-06	"F"	10	1	"1F10"	0.01118	0.0081047	1.3943	1.7548	1.7507	6.4117	2.8106	1.8133	0.179	0.026935	0.97172	3.7648	0.1201	0.24445	2.9862	0.75462	1.4113	1.8348	0.41622	0.81238	0.1094	0.8013	0.11647	0.99903	0.1271	0.66883	0.13411	0.5942	2.4892	0.18995	0.47702	0.17429	0.042878	0.44347	0.16556	0.079922	0.876	0.19748	0.36942	0.72658	0.15986	1.9206	1.387	0.012045	0.0080035	0.0017749	0.0027987	0.0056857	0.0042876	0.03207	0.010651	0.0057748	0.0058185	0.0024233	0.0035586	0.0061173	0.0099521	0.0015497	0.0030363	0.0058685	0.003128	0.0092942	0.00046109	-0.00015542	0.34465	0.33243	0.12797	0.3395	0.18977	1.0195	0.033984	0.0096973	0.031796	0.013902	0.026929	0.044282	0.0098849	0.010769	0.048842	0.014503	0.0091515	0.0045153	0.099535	0.0032663	0.0090041	0.0013073
"162B"	"1/10/2017"	1	6	2	"B"	"361,519"	0.13016667	1.83648e-08	NA	0.596146569	NA	NA	1.55418e-05	20.75966185	"F"	11	1	"1F11"	0.009605	0.0086958	1.0894	1.4113	1.67	5.9864	3.0576	1.9175	0.67001	0.052467	0.86227	1.975	0.098193	0.24325	3.4215	0.65581	2.3364	1.8165	0.43567	0.87995	0.10562	0.89944	0.11955	1.3097	0.14311	0.45609	0.11283	0.51526	2.4973	0.17497	0.81508	0.14819	0.038838	0.43341	0.17379	0.063046	0.80299	0.16456	0.32225	0.64735	0.14661	1.6509	1.2103	0.006364	0.005876	0.0020107	0.0031467	0.005876	0.0042106	0.038215	0.010747	0.0046265	0.005066	0.0030261	0.0026111	0.0051843	0.0086796	0.0019244	0.0026235	0.0047668	0.0020416	0.0078209	0.0010605	0.00099209	0.39498	0.25658	0.14871	0.30541	0.17857	1.0433	0.032633	0.0068357	0.024454	0.012148	0.019584	0.037091	0.0077431	0.0076215	0.044948	0.010529	0.0071848	0.0038455	0.093201	0.0022989	0.0080321	0.0014104
"154B"	"1/10/2017"	1	5	4	"B"	"361,500"	0.019666662	3.6437e-08	NA	1.855252201	NA	0.026908032	NA	NA	"F"	12	1	"1F12"	0.010843	0.0078415	1.3379	1.6854	1.6731	6.1681	2.7164	1.7563	0.15833	0.026418	1.038	3.6057	0.11411	0.23437	2.8716	0.72527	1.2376	1.7606	0.39223	0.77841	0.11004	0.768	0.11579	0.95551	0.12309	0.63689	0.12824	0.57781	2.3906	0.17773	0.46488	0.16722	0.039083	0.41289	0.18114	0.08048	0.83108	0.1859	0.34953	0.70317	0.16896	1.8492	1.3318	0.0078642	0.0079085	0.0016228	0.001996	0.0059772	0.0037322	0.034928	0.010866	0.0053763	0.0058278	0.002346	0.0036992	0.006039	0.0084063	0.0016313	0.0025018	0.0064451	0.002708	0.0093758	0.00041443	0.00044686	0.32877	0.3207	0.12688	0.32943	0.18319	0.97743	0.035068	0.0081748	0.03061	0.01421	0.026602	0.04118	0.0093395	0.0099586	0.044657	0.01371	0.0092254	0.004664	0.081901	0.0033318	0.0084197	0.00032056
"113B"	"1/10/2017"	1	1	3	"B"	"361"	0.02536667	4.34927e-05	NA	1.059194297	NA	NA	NA	2.88459e-05	"G"	1	1	"1G1"	0.01089	0.0087031	1.428	1.796	1.7862	6.5847	2.8956	1.8714	0.16772	0.028329	1.0636	3.9623	0.12236	0.24995	3.0616	0.7785	1.3262	1.88	0.42299	0.83288	0.11429	0.82141	0.12201	1.0226	0.13195	0.68172	0.13752	0.61758	2.5428	0.19279	0.49109	0.17904	0.04186	0.44507	0.1875	0.083331	0.89644	0.2014	0.37125	0.75393	0.17052	1.984	1.4269	0.012424	0.0067159	0.0018076	0.0025409	0.0068197	0.0048191	0.03772	0.011363	0.0058857	0.0062889	0.0022596	0.003304	0.0059162	0.010517	0.0021599	0.0028521	0.0068286	0.0028319	0.0096897	0.00081846	0.00020632	0.35522	0.34449	0.13306	0.35319	0.19627	1.0438	0.036687	0.0094794	0.03301	0.015023	0.028573	0.045858	0.0094397	0.011139	0.048837	0.015144	0.0094937	0.0046307	0.091726	0.0033744	0.0080479	0.001927
"132B"	"1/10/2017"	1	3	2	"B"	"356,492"	0.174266657	5.548036794	NA	NA	0.337540301	NA	NA	NA	"G"	2	1	"1G2"	0.013705	0.0090983	2.2341	2.4663	4.3332	4.8003	1.9282	0.97067	1.256	0.024249	1.0191	0.35974	0.18772	0.21505	1.1133	1.2977	1.8779	2.6374	0.41219	0.79687	0.12041	0.80603	0.16487	1.0823	0.13342	0.67198	0.14165	0.60615	2.5159	0.16569	0.46189	0.1141	0.04281	0.44693	0.17841	0.087588	0.67159	0.15223	0.39053	0.47152	0.16916	1.9822	1.1553	0.029085	0.012026	0.0013706	0.0018281	0.0054814	0.014306	0.017611	0.017373	0.0079575	0.0075265	0.0022825	0.0030905	0.0062492	0.029541	0.0061874	0.002784	0.0053818	0.0021105	0.0076365	0.00041903	-4.9109e-05	0.33025	0.35059	0.11979	0.35469	0.19186	1.0136	0.038781	0.015573	0.031129	0.026097	0.027178	0.040919	0.033136	0.016519	0.015844	0.01346	0.010565	0.0026563	0.019007	0.0016983	0.0092668	0.0012662
"343A"	"1/12/2017"	3	4	3	"A"	"360,492"	0.015191669	1.39471e-07	0.680508961	NA	0.155573046	NA	NA	NA	"G"	3	1	"1G3"	0.010525	0.0076005	1.2762	1.5873	1.5133	6.3094	2.844	2.0068	0.16083	0.028204	0.9343	2.0059	0.10597	0.2462	3.1936	0.67885	1.0161	1.7451	0.37971	0.85516	0.10488	0.7904	0.11698	0.97469	0.12081	0.61504	0.13003	0.5833	2.528	0.16739	0.50778	0.17671	0.19038	0.4875	0.15201	0.15092	0.88802	0.2214	0.36925	0.7139	0.14081	1.6721	1.3481	0.30334	0.012969	0.0015821	0.007467	0.0017666	0.0034491	0.020353	0.01405	0.010573	0.014778	0.0032306	0.0042307	0.0045544	0.018979	0.0014026	0.0057721	0.00067216	0.0020936	0.001672	0.000507	0.0015544	0.38759	0.27265	0.15976	0.35046	0.17133	1.0428	0.041974	0.024432	0.017918	0.015797	0.028868	0.037347	0.0098512	0.0090715	0.060764	0.0059562	0.016698	0.0022933	0.022272	0.0016107	0.0089395	0.0018236
"141B"	"1/10/2017"	1	4	1	"B"	"356,519"	0.29126667	14.81213219	NA	3.41698e-05	NA	5.27853e-05	NA	121.6510112	"G"	4	1	"1G4"	0.011354	0.0073255	2.0716	1.8331	4.0797	4.416	1.8896	0.94117	1.9751	0.015461	0.79897	0.38337	0.17914	0.20635	1.2308	1.0509	2.6343	2.6056	0.44176	0.87407	0.102	0.90047	0.16472	1.6098	0.10434	0.40174	0.11363	0.44755	2.5304	0.21331	0.96612	0.091165	0.035552	0.44932	0.17897	0.05591	0.61058	0.094071	0.32187	0.34135	0.1316	1.5754	0.91803	0.0051235	0.006864	0.0021112	0.0020817	0.0046102	0.0055947	0.019428	0.016504	0.005184	0.0049805	0.0018111	0.0025605	0.0043702	0.017291	0.0058134	0.0023957	0.0039269	0.0019119	0.006076	0.001264	0.0013489	0.39778	0.23919	0.15041	0.30092	0.17685	1.0614	0.033437	0.012854	0.021548	0.022281	0.016754	0.032125	0.026047	0.012696	0.020983	0.0090124	0.0067127	0.0031679	0.059763	0.0014573	0.0083405	0.002714
"161B"	"1/10/2017"	1	6	1	"B"	"361,502"	0.029166674	NA	NA	1.354698145	NA	NA	0.026523785	0.000113966	"G"	5	1	"1G5"	0.011162	0.0085587	1.4392	1.7969	1.7781	6.6023	2.9021	1.8795	0.16778	0.02922	1.051	3.9335	0.12151	0.25053	3.0686	0.77726	1.3323	1.8795	0.4253	0.83753	0.11566	0.82163	0.12197	1.0219	0.13074	0.68198	0.13733	0.61815	2.5501	0.19102	0.49013	0.17889	0.041335	0.44837	0.19422	0.083688	0.89525	0.20316	0.37529	0.75654	0.17956	1.9768	1.4336	0.0078598	0.0083652	0.001989	0.0024854	0.0079683	0.0051454	0.037467	0.011814	0.0058934	0.0061564	0.0024219	0.0036392	0.0065177	0.010844	0.0018574	0.0031104	0.0080163	0.003666	0.01031	0.00024289	-0.00026077	0.35759	0.34232	0.13591	0.35242	0.19724	1.0442	0.035716	0.0095959	0.035928	0.014727	0.02772	0.04612	0.009832	0.010767	0.048169	0.015247	0.0099856	0.0048658	0.089931	0.0037978	0.0092827	0.0023861
"322A"	"1/12/2017"	3	2	2	"A"	"502"	0.004891666	NA	NA	NA	NA	1.0719e-05	0.01307344	0.0001037	"G"	6	1	"1G6"	0.011311	0.0082964	1.4411	1.8962	1.9922	6.3826	2.8293	1.771	0.16574	0.025733	0.95428	1.154	0.12138	0.23982	2.9472	0.74619	0.99911	1.8482	0.39642	0.79765	0.11226	0.79254	0.12819	0.99631	0.13195	0.66165	0.13651	0.58925	2.4638	0.18542	0.49233	0.1779	0.22024	0.41592	0.15681	0.1592	0.92293	0.24187	0.39604	0.71607	0.15323	1.9846	1.3927	0.32812	0.061656	0.0016077	0.0028954	0.0074566	0.0049151	0.028009	0.018131	0.0064854	0.0055005	0.0021049	0.0027195	0.0067738	0.06408	0.0040235	0.0030563	0.0066442	0.002928	0.0096966	0.00065623	0.00064438	0.3327	0.34578	0.10481	0.35342	0.19278	1.016	0.043496	0.023898	0.033853	0.017614	0.024593	0.036674	0.0077041	0.010174	0.011819	0.014471	0.010085	0.0044441	0.023127	0.0015144	0.0034676	0.0072916
"171B"	"1/10/2017"	1	7	1	"B"	"492,519"	0.290466657	3.08275e-09	NA	0.000271107	0.291533374	NA	6.21052e-06	137.8698989	"G"	7	1	"1G7"	0.0085571	0.010407	1.0424	1.0963	2.0948	5.916	3.7525	2.1988	1.5084	0.020413	0.79353	1.1286	0.098654	0.26277	4.2008	0.57844	3.2476	2.1527	0.50643	1.0549	0.09798	1.095	0.089551	1.7509	0.085703	0.30364	0.1065	0.42902	2.7386	0.29691	1.4387	0.11641	0.032725	0.44789	0.17662	0.051275	0.81066	0.10142	0.32628	0.44865	0.1272	1.4172	0.99418	0.0062078	0.0050725	0.001827	0.0014636	0.001904	0.0099056	0.027998	0.018288	0.0062568	0.0057759	0.0016088	0.0027686	0.0043928	0.037249	0.0036631	0.00063833	0.00036208	0.0014282	0.0010732	0.00097682	0.0016194	0.48249	0.17458	0.15217	0.26956	0.1752	1.2084	0.031616	0.019025	0.010199	0.028	0.010224	0.028812	0.0055851	0.0093766	0.045684	0.0031364	0.0045415	0.0017036	0.11106	0.0011076	0.0044136	0.0063871
